Segment,Units Sold,Manufacturing Price,COGS,Date,Month Number,Month Name,Year,Product_Name,Country,Product
Enterprise,787.0,250,94440.0,2016-06-01,6,June,2016,,France,VTT
Small Business,986.0,250,246500.0,2016-09-01,9,September,2016,,Germany,VTT
Small Business,494.0,250,123500.0,2016-10-01,10,October,2016,,Mexico,VTT
Enterprise,1744.0,250,209280.0,2016-11-01,11,November,2016,,France,VTT
Channel Partners,1989.0,260,5967.0,2016-09-01,9,September,2016,,United States of America,Amarilla
Midmarket,321.0,260,3210.0,2016-11-01,11,November,2016,,France,Amarilla
Enterprise,742.5,3,89100.0,2016-04-01,4,April,2016,,Canada,Carretera
Channel Partners,1295.0,3,3885.0,2016-10-01,10,October,2016,,Canada,Carretera
Small Business,214.0,3,53500.0,2016-10-01,10,October,2016,,Germany,Carretera
Channel Partners,1142.0,5,3426.0,2016-06-01,6,June,2016,,United States of America,Montana
Channel Partners,690.0,5,2070.0,2016-11-01,11,November,2016,,Mexico,Montana
Enterprise,1660.0,5,199200.0,2016-11-01,11,November,2016,,Mexico,Montana
Enterprise,809.0,120,97080.0,2016-10-01,10,October,2016,,Germany,Velo
Enterprise,2145.0,120,257400.0,2016-10-01,10,October,2016,,Mexico,Velo
Channel Partners,1055.0,120,3165.0,2016-12-01,12,December,2016,,France,Velo
Channel Partners,1084.0,120,3252.0,2016-12-01,12,December,2016,,Mexico,Velo
Enterprise,662.0,250,79440.0,2016-06-01,6,June,2016,,Mexico,VTT
Small Business,214.0,250,53500.0,2016-10-01,10,October,2016,,Germany,VTT
Enterprise,2729.0,250,327480.0,2016-12-01,12,December,2016,,Canada,VTT
Small Business,259.0,260,64750.0,2016-03-01,3,March,2016,,Germany,Amarilla
Small Business,1101.0,260,275250.0,2016-03-01,3,March,2016,,Mexico,Amarilla
Enterprise,2276.0,260,273120.0,2016-05-01,5,May,2016,,Germany,Amarilla
Small Business,1916.0,260,479000.0,2016-12-01,12,December,2016,,Canada,Amarilla
Enterprise,4243.5,3,509220.0,2016-04-01,4,April,2016,,France,Carretera
Small Business,689.0,3,172250.0,2016-06-01,6,June,2016,,Germany,Carretera
Channel Partners,1947.0,3,5841.0,2016-09-01,9,September,2016,,United States of America,Carretera
Channel Partners,908.0,3,2724.0,2016-12-01,12,December,2016,,Canada,Carretera
Channel Partners,1901.0,5,5703.0,2016-06-01,6,June,2016,,France,Montana
Enterprise,1287.0,5,154440.0,2016-12-01,12,December,2016,,France,Montana
Enterprise,1706.0,5,204720.0,2016-12-01,12,December,2016,,Germany,Montana
Enterprise,2009.0,120,241080.0,2016-10-01,10,October,2016,,Canada,Velo
Small Business,2844.0,250,711000.0,2016-02-01,2,February,2016,,United States of America,VTT
Channel Partners,1916.0,250,5748.0,2016-04-01,4,April,2016,,Mexico,VTT
Enterprise,1570.0,250,188400.0,2016-06-01,6,June,2016,,Germany,VTT
Small Business,1874.0,250,468500.0,2016-08-01,8,August,2016,,Canada,VTT
Midmarket,1945.0,250,19450.0,2016-10-01,10,October,2016,,Germany,VTT
Channel Partners,2479.0,250,7437.0,2016-01-01,1,January,2016,,Germany,VTT
Midmarket,2031.0,5,20310.0,2016-10-01,10,October,2016,,Mexico,Montana
Small Business,2021.0,3,505250.0,2016-10-01,10,October,2016,,Germany,Carretera
Midmarket,1967.0,5,19670.0,2016-03-01,3,March,2016,,Canada,Montana
Small Business,1859.0,5,464750.0,2016-08-01,8,August,2016,,Germany,Montana
Small Business,2021.0,5,505250.0,2016-10-01,10,October,2016,,Germany,Montana
Enterprise,1138.0,5,136560.0,2016-12-01,12,December,2016,,Mexico,Montana
Channel Partners,1465.0,120,4395.0,2016-03-01,3,March,2016,,United States of America,Velo
Channel Partners,866.0,250,2598.0,2016-05-01,5,May,2016,,France,VTT
Midmarket,1514.0,250,15140.0,2016-10-01,10,October,2016,,Mexico,VTT
Enterprise,1074.0,260,128880.0,2016-04-01,4,April,2016,,Mexico,Amarilla
Midmarket,671.0,260,6710.0,2016-10-01,10,October,2016,,United States of America,Amarilla
Channel Partners,2431.0,120,7293.0,2016-12-01,12,December,2016,,Canada,Velo
Channel Partners,1123.0,260,3369.0,2016-08-01,8,August,2016,,Mexico,Amarilla
Channel Partners,1865.0,3,5595.0,2016-02-01,2,February,2016,,France,Carretera
Channel Partners,1116.0,3,3348.0,2016-02-01,2,February,2016,,Germany,Carretera
Small Business,991.0,3,247750.0,2016-06-01,6,June,2016,,United States of America,Carretera
Midmarket,2791.0,3,27910.0,2016-11-01,11,November,2016,,Mexico,Carretera
Enterprise,3627.0,5,435240.0,2016-07-01,7,July,2016,,United States of America,Montana
Channel Partners,2342.0,5,7026.0,2016-11-01,11,November,2016,,Germany,Montana
Small Business,1100.0,5,275000.0,2016-12-01,12,December,2016,,Mexico,Montana
Midmarket,555.0,120,5550.0,2016-01-01,1,January,2016,,United States of America,Velo
Midmarket,2861.0,120,28610.0,2016-01-01,1,January,2016,,Mexico,Velo
Enterprise,807.0,120,96840.0,2016-02-01,2,February,2016,,Germany,Velo
Enterprise,861.0,120,103320.0,2016-10-01,10,October,2016,,United States of America,Velo
Enterprise,704.0,120,84480.0,2016-10-01,10,October,2016,,France,Velo
Small Business,1250.0,120,312500.0,2016-12-01,12,December,2016,,Germany,Velo
Small Business,1250.0,260,312500.0,2016-12-01,12,December,2016,,Germany,Amarilla
Midmarket,2844.0,3,28440.0,2016-06-01,6,June,2016,,Canada,Carretera
Channel Partners,562.0,3,1686.0,2016-09-01,9,September,2016,,Mexico,Carretera
Channel Partners,2299.0,3,6897.0,2016-10-01,10,October,2016,,Canada,Carretera
Midmarket,2030.0,3,20300.0,2016-11-01,11,November,2016,,United States of America,Carretera
Enterprise,887.0,3,106440.0,2016-12-01,12,December,2016,,Germany,Carretera
Channel Partners,2723.0,5,8169.0,2016-11-01,11,November,2016,,United States of America,Montana
Enterprise,952.0,120,114240.0,2016-02-01,2,February,2016,,Canada,Velo
Enterprise,2755.0,120,330600.0,2016-02-01,2,February,2016,,United States of America,Velo
Midmarket,1530.0,120,15300.0,2016-05-01,5,May,2016,,Germany,Velo
Small Business,1221.0,120,305250.0,2016-10-01,10,October,2016,,France,Velo
Midmarket,2844.0,250,28440.0,2016-06-01,6,June,2016,,Canada,VTT
Small Business,1221.0,250,305250.0,2016-10-01,10,October,2016,,France,VTT
Small Business,2436.0,250,609000.0,2016-12-01,12,December,2016,,Canada,VTT
Enterprise,1987.5,260,238500.0,2016-01-01,1,January,2016,,France,Amarilla
Midmarket,1153.0,250,11530.0,2016-10-01,10,October,2016,,United States of America,VTT
Channel Partners,727.0,3,2181.0,2016-02-01,2,February,2016,,Mexico,Carretera
Channel Partners,1884.0,3,5652.0,2016-08-01,8,August,2016,,Canada,Carretera
Channel Partners,2340.0,5,7020.0,2016-01-01,1,January,2016,,Mexico,Montana
Channel Partners,2342.0,5,7026.0,2016-11-01,11,November,2016,,France,Montana
Midmarket,1262.0,120,12620.0,2016-05-01,5,May,2016,,Canada,Velo
Channel Partners,1738.5,250,5215.5,2016-04-01,4,April,2016,,France,VTT
Channel Partners,2215.0,250,6645.0,2016-09-01,9,September,2016,,Germany,VTT
Small Business,448.0,3,112000.0,2016-06-01,6,June,2016,,France,Carretera
Small Business,2181.0,3,545250.0,2016-10-01,10,October,2016,,France,Carretera
Small Business,2181.0,5,545250.0,2016-10-01,10,October,2016,,France,Montana
Enterprise,2500.0,5,300000.0,2016-11-01,11,November,2016,,Germany,Montana
Small Business,1659.0,120,414750.0,2016-07-01,7,July,2016,,France,Velo
Enterprise,2087.0,120,250440.0,2016-09-01,9,September,2016,,Germany,Velo
Small Business,1372.0,120,343000.0,2016-12-01,12,December,2016,,United States of America,Velo
Channel Partners,3244.5,250,9733.5,2016-01-01,1,January,2016,,Canada,VTT
Small Business,959.0,250,239750.0,2016-02-01,2,February,2016,,France,VTT
Small Business,2747.0,250,686750.0,2016-02-01,2,February,2016,,Mexico,VTT
Enterprise,1645.0,260,197400.0,2016-05-01,5,May,2016,,Canada,Amarilla
Enterprise,994.0,260,119280.0,2016-09-01,9,September,2016,,Germany,Amarilla
Small Business,1372.0,260,343000.0,2016-12-01,12,December,2016,,United States of America,Amarilla
Enterprise,1540.0,3,184800.0,2016-08-01,8,August,2016,,Mexico,Carretera
Midmarket,490.0,3,4900.0,2016-11-01,11,November,2016,,France,Carretera
Midmarket,2501.0,5,25010.0,2016-03-01,3,March,2016,,France,Montana
Small Business,1562.0,5,390500.0,2016-08-01,8,August,2016,,France,Montana
Small Business,1283.0,5,320750.0,2016-09-01,9,September,2016,,Canada,Montana
Midmarket,711.0,5,7110.0,2016-12-01,12,December,2016,,Germany,Montana
Channel Partners,598.0,120,1794.0,2016-03-01,3,March,2016,,Canada,Velo
Small Business,386.0,120,96500.0,2016-11-01,11,November,2016,,France,Velo
Small Business,635.0,120,158750.0,2016-12-01,12,December,2016,,Mexico,Velo
Small Business,2134.0,250,533500.0,2016-09-01,9,September,2016,,Canada,VTT
Small Business,808.0,250,202000.0,2016-12-01,12,December,2016,,United States of America,VTT
Small Business,2460.0,260,615000.0,2016-06-01,6,June,2016,,Mexico,Amarilla
Midmarket,711.0,260,7110.0,2016-12-01,12,December,2016,,Germany,Amarilla
Channel Partners,1375.0,260,4125.0,2016-12-01,12,December,2016,,Mexico,Amarilla
Small Business,635.0,260,158750.0,2016-12-01,12,December,2016,,Mexico,Amarilla
Small Business,1094.0,3,273500.0,2016-06-01,6,June,2016,,Canada,Carretera
Channel Partners,367.0,3,1101.0,2016-10-01,10,October,2016,,Mexico,Carretera
Small Business,3802.5,5,950625.0,2016-04-01,4,April,2016,,Canada,Montana
Small Business,322.0,5,80500.0,2016-09-01,9,September,2016,,France,Montana
Channel Partners,2321.0,5,6963.0,2016-11-01,11,November,2016,,Canada,Montana
Enterprise,1857.0,5,222840.0,2016-11-01,11,November,2016,,France,Montana
Enterprise,2797.0,5,335640.0,2016-12-01,12,December,2016,,United States of America,Montana
Small Business,334.0,5,83500.0,2016-12-01,12,December,2016,,Germany,Montana
Midmarket,245.0,120,2450.0,2016-05-01,5,May,2016,,Mexico,Velo
Small Business,3793.5,120,948375.0,2016-07-01,7,July,2016,,Canada,Velo
Enterprise,567.0,120,68040.0,2016-09-01,9,September,2016,,Canada,Velo
Enterprise,2110.0,120,253200.0,2016-09-01,9,September,2016,,Mexico,Velo
Channel Partners,1956.0,250,5868.0,2016-01-01,1,January,2016,,United States of America,VTT
Small Business,2659.0,250,664750.0,2016-02-01,2,February,2016,,Germany,VTT
Channel Partners,880.0,250,2640.0,2016-05-01,5,May,2016,,Germany,VTT
Small Business,1867.0,250,466750.0,2016-09-01,9,September,2016,,United States of America,VTT
Channel Partners,2234.0,250,6702.0,2016-09-01,9,September,2016,,France,VTT
Midmarket,1227.0,250,12270.0,2016-10-01,10,October,2016,,France,VTT
Enterprise,877.0,250,105240.0,2016-11-01,11,November,2016,,Mexico,VTT
Midmarket,970.0,260,9700.0,2016-11-01,11,November,2016,,Germany,Amarilla
Channel Partners,1580.0,3,4740.0,2016-09-01,9,September,2016,,Germany,Carretera
Channel Partners,1967.0,120,5901.0,2016-03-01,3,March,2016,,France,Velo
Midmarket,2628.0,120,26280.0,2016-04-01,4,April,2016,,Mexico,Velo
Midmarket,1630.5,260,16305.0,2016-07-01,7,July,2016,,Canada,Amarilla
Channel Partners,306.0,260,918.0,2016-12-01,12,December,2016,,France,Amarilla
Channel Partners,386.0,3,1158.0,2016-10-01,10,October,2016,,United States of America,Carretera
Enterprise,3445.5,3,413460.0,2016-04-01,4,April,2016,,United States of America,Carretera
Enterprise,1482.0,3,177840.0,2016-12-01,12,December,2016,,France,Carretera
Enterprise,1804.0,5,216480.0,2016-11-01,11,November,2016,,United States of America,Montana
Midmarket,2072.0,5,20720.0,2016-12-01,12,December,2016,,France,Montana
Midmarket,681.0,120,6810.0,2016-01-01,1,January,2016,,Germany,Velo
Midmarket,510.0,120,5100.0,2016-04-01,4,April,2016,,Germany,Velo
Midmarket,790.0,120,7900.0,2016-05-01,5,May,2016,,United States of America,Velo
Enterprise,1596.0,120,191520.0,2016-09-01,9,September,2016,,United States of America,Velo
Small Business,2294.0,120,573500.0,2016-10-01,10,October,2016,,United States of America,Velo
Enterprise,1916.0,120,229920.0,2016-12-01,12,December,2016,,Canada,Velo
Small Business,853.0,120,213250.0,2016-12-01,12,December,2016,,France,Velo
Enterprise,341.0,250,40920.0,2016-05-01,5,May,2016,,Mexico,VTT
Midmarket,641.0,250,6410.0,2016-07-01,7,July,2016,,Mexico,VTT
Small Business,432.0,250,108000.0,2016-09-01,9,September,2016,,Mexico,VTT
Small Business,2294.0,250,573500.0,2016-10-01,10,October,2016,,United States of America,VTT
Midmarket,2167.0,250,21670.0,2016-10-01,10,October,2016,,France,VTT
Enterprise,2529.0,250,303480.0,2016-11-01,11,November,2016,,Canada,VTT
Enterprise,579.0,260,69480.0,2016-01-01,1,January,2016,,United States of America,Amarilla
Small Business,2993.0,260,748250.0,2016-03-01,3,March,2016,,United States of America,Amarilla
Channel Partners,3520.5,260,10561.5,2016-04-01,4,April,2016,,Canada,Amarilla
Channel Partners,2574.0,260,7722.0,2016-08-01,8,August,2016,,Germany,Amarilla
Midmarket,2072.0,260,20720.0,2016-12-01,12,December,2016,,France,Amarilla
Small Business,853.0,260,213250.0,2016-12-01,12,December,2016,,France,Amarilla
Channel Partners,1198.0,3,3594.0,2016-10-01,10,October,2016,,France,Carretera
Midmarket,384.0,120,3840.0,2016-01-01,1,January,2016,,Canada,Velo
Channel Partners,472.0,120,1416.0,2016-10-01,10,October,2016,,Germany,Velo
Channel Partners,1005.0,250,3015.0,2016-09-01,9,September,2016,,Mexico,VTT
Midmarket,3199.5,260,31995.0,2016-07-01,7,July,2016,,United States of America,Amarilla
Channel Partners,472.0,260,1416.0,2016-10-01,10,October,2016,,Germany,Amarilla
Channel Partners,1937.0,3,5811.0,2016-02-01,2,February,2016,,Canada,Carretera
Small Business,2811.0,3,702750.0,2016-07-01,7,July,2016,,Germany,Carretera
Enterprise,2441.0,3,292920.0,2016-10-01,10,October,2016,,France,Carretera
Midmarket,1560.0,3,15600.0,2016-11-01,11,November,2016,,Canada,Carretera
Midmarket,2157.0,5,21570.0,2016-12-01,12,December,2016,,Mexico,Montana
Midmarket,655.0,120,6550.0,2016-09-01,9,September,2016,,Mexico,Velo
Channel Partners,1734.0,250,5202.0,2016-01-01,1,January,2016,,France,VTT
Enterprise,554.0,250,66480.0,2016-01-01,1,January,2016,,Mexico,VTT
Enterprise,3165.0,260,379800.0,2016-01-01,1,January,2016,,Germany,Amarilla
Enterprise,1433.0,260,171960.0,2016-05-01,5,May,2016,,France,Amarilla
Enterprise,947.0,260,113640.0,2016-09-01,9,September,2016,,Mexico,Amarilla
Midmarket,2157.0,260,21570.0,2016-12-01,12,December,2016,,Mexico,Amarilla
Enterprise,2416.0,3,289920.0,2016-09-01,9,September,2016,,Canada,Carretera
Enterprise,2156.0,3,258720.0,2016-10-01,10,October,2016,,Mexico,Carretera
Midmarket,2689.0,3,26890.0,2016-11-01,11,November,2016,,Canada,Carretera
Midmarket,677.0,5,6770.0,2016-03-01,3,March,2016,,United States of America,Montana
Small Business,1773.0,5,443250.0,2016-04-01,4,April,2016,,France,Montana
Small Business,1186.0,5,296500.0,2016-12-01,12,December,2016,,France,Montana
Channel Partners,2109.0,250,6327.0,2016-05-01,5,May,2016,,Canada,VTT
Midmarket,3874.5,250,38745.0,2016-07-01,7,July,2016,,France,VTT
Enterprise,2387.0,250,286440.0,2016-11-01,11,November,2016,,United States of America,VTT
Midmarket,2548.0,260,25480.0,2016-11-01,11,November,2016,,United States of America,Amarilla
Channel Partners,2661.0,5,7983.0,2016-05-01,5,May,2016,,Mexico,Montana
Channel Partners,2761.0,260,8283.0,2016-09-01,9,September,2016,,Canada,Amarilla
Midmarket,2567.0,3,25670.0,2016-06-01,6,June,2016,,United States of America,Carretera
Midmarket,2567.0,250,25670.0,2016-06-01,6,June,2016,,United States of America,VTT
Channel Partners,604.0,5,1812.0,2016-06-01,6,June,2016,,Mexico,Montana
Midmarket,3997.5,120,39975.0,2016-01-01,1,January,2016,,France,Velo
Channel Partners,604.0,120,1812.0,2016-06-01,6,June,2016,,Mexico,Velo
Midmarket,660.0,120,6600.0,2016-09-01,9,September,2016,,Germany,Velo
Channel Partners,410.0,120,1230.0,2016-10-01,10,October,2016,,Mexico,Velo
Small Business,2605.0,120,651250.0,2016-11-01,11,November,2016,,Mexico,Velo
Channel Partners,1013.0,120,3039.0,2016-12-01,12,December,2016,,Germany,Velo
Enterprise,1583.0,250,189960.0,2016-06-01,6,June,2016,,Canada,VTT
Midmarket,1565.0,250,15650.0,2016-10-01,10,October,2016,,Canada,VTT
Enterprise,1659.0,260,199080.0,2016-01-01,1,January,2016,,Canada,Amarilla
Channel Partners,410.0,260,1230.0,2016-10-01,10,October,2016,,Mexico,Amarilla
Channel Partners,1770.0,260,5310.0,2016-12-01,12,December,2016,,Germany,Amarilla
Channel Partners,1393.0,260,4179.0,2016-10-01,10,October,2016,,France,Amarilla
Channel Partners,2015.0,260,6045.0,2016-12-01,12,December,2016,,United States of America,Amarilla
Small Business,801.0,3,200250.0,2016-07-01,7,July,2016,,Mexico,Carretera
Enterprise,1023.0,3,122760.0,2016-09-01,9,September,2016,,France,Carretera
Small Business,1496.0,3,374000.0,2016-10-01,10,October,2016,,Canada,Carretera
Small Business,1010.0,3,252500.0,2016-10-01,10,October,2016,,United States of America,Carretera
Midmarket,1513.0,3,15130.0,2016-11-01,11,November,2016,,Germany,Carretera
Midmarket,2300.0,3,23000.0,2016-12-01,12,December,2016,,Canada,Carretera
Enterprise,2821.0,3,338520.0,2016-12-01,12,December,2016,,Mexico,Carretera
Midmarket,2300.0,5,23000.0,2016-12-01,12,December,2016,,Canada,Montana
Enterprise,1575.0,120,189000.0,2016-02-01,2,February,2016,,Mexico,Velo
Small Business,2460.0,120,615000.0,2016-07-01,7,July,2016,,United States of America,Velo
Small Business,269.0,120,67250.0,2016-10-01,10,October,2016,,Canada,Velo
Small Business,2536.0,120,634000.0,2016-11-01,11,November,2016,,Germany,Velo
Small Business,2541.0,250,635250.0,2016-08-01,8,August,2016,,United States of America,VTT
Small Business,269.0,250,67250.0,2016-10-01,10,October,2016,,Canada,VTT
Small Business,1496.0,250,374000.0,2016-10-01,10,October,2016,,Canada,VTT
Small Business,1010.0,250,252500.0,2016-10-01,10,October,2016,,United States of America,VTT
Small Business,888.0,260,222000.0,2016-03-01,3,March,2016,,Canada,Amarilla
Enterprise,2844.0,260,341280.0,2016-05-01,5,May,2016,,United States of America,Amarilla
Channel Partners,2475.0,260,7425.0,2016-08-01,8,August,2016,,France,Amarilla
Midmarket,1743.0,260,17430.0,2016-10-01,10,October,2016,,Canada,Amarilla
Channel Partners,2914.0,260,8742.0,2016-10-01,10,October,2016,,United States of America,Amarilla
Midmarket,1870.0,260,18700.0,2016-11-01,11,November,2016,,Mexico,Amarilla
Enterprise,1174.0,3,140880.0,2016-08-01,8,August,2016,,France,Carretera
Enterprise,2767.0,3,332040.0,2016-08-01,8,August,2016,,Germany,Carretera
Enterprise,1085.0,3,130200.0,2016-10-01,10,October,2016,,Germany,Carretera
Small Business,546.0,5,136500.0,2016-10-01,10,October,2016,,Mexico,Montana
Channel Partners,500.0,120,1500.0,2016-03-01,3,March,2016,,Mexico,Velo
Midmarket,2826.0,120,28260.0,2016-05-01,5,May,2016,,France,Velo
Enterprise,663.0,120,79560.0,2016-09-01,9,September,2016,,France,Velo
Small Business,2574.0,120,643500.0,2016-11-01,11,November,2016,,United States of America,Velo
Enterprise,2438.0,120,292560.0,2016-12-01,12,December,2016,,United States of America,Velo
Channel Partners,914.0,120,2742.0,2016-12-01,12,December,2016,,United States of America,Velo
Midmarket,492.0,250,4920.0,2016-07-01,7,July,2016,,Germany,VTT
Midmarket,1175.0,250,11750.0,2016-10-01,10,October,2016,,Germany,VTT
Enterprise,2954.0,250,354480.0,2016-11-01,11,November,2016,,Canada,VTT
Enterprise,552.0,250,66240.0,2016-11-01,11,November,2016,,Germany,VTT
Small Business,2475.0,260,618750.0,2016-03-01,3,March,2016,,France,Amarilla
Small Business,546.0,260,136500.0,2016-10-01,10,October,2016,,Mexico,Amarilla
Channel Partners,1806.0,250,5418.0,2016-05-01,5,May,2016,,United States of America,VTT
Midmarket,974.0,10,9740.0,2016-02-01,2,February,2016,,Mexico,Paseo
Channel Partners,2518.0,10,7554.0,2016-06-01,6,June,2016,,Canada,Paseo
Channel Partners,367.0,10,1101.0,2016-07-01,7,July,2016,,Germany,Paseo
Midmarket,549.0,10,5490.0,2016-09-01,9,September,2016,,France,Paseo
Small Business,788.0,10,197000.0,2016-09-01,9,September,2016,,Mexico,Paseo
Midmarket,2472.0,10,24720.0,2016-09-01,9,September,2016,,Mexico,Paseo
Channel Partners,912.0,10,2736.0,2016-11-01,11,November,2016,,United States of America,Paseo
Midmarket,2152.0,10,21520.0,2016-12-01,12,December,2016,,Canada,Paseo
Midmarket,2296.0,10,22960.0,2016-02-01,2,February,2016,,France,Paseo
Midmarket,1514.0,10,15140.0,2016-02-01,2,February,2016,,United States of America,Paseo
Enterprise,727.0,10,87240.0,2016-06-01,6,June,2016,,United States of America,Paseo
Enterprise,787.0,10,94440.0,2016-06-01,6,June,2016,,France,Paseo
Enterprise,1823.0,10,218760.0,2016-07-01,7,July,2016,,Mexico,Paseo
Midmarket,747.0,10,7470.0,2016-09-01,9,September,2016,,Germany,Paseo
Channel Partners,766.0,10,2298.0,2016-10-01,10,October,2016,,Germany,Paseo
Small Business,2905.0,10,726250.0,2016-11-01,11,November,2016,,United States of America,Paseo
Midmarket,2363.0,10,23630.0,2016-02-01,2,February,2016,,Canada,Paseo
Small Business,918.0,10,229500.0,2016-05-01,5,May,2016,,France,Paseo
Small Business,1728.0,10,432000.0,2016-05-01,5,May,2016,,Germany,Paseo
Channel Partners,1142.0,10,3426.0,2016-06-01,6,June,2016,,United States of America,Paseo
Enterprise,662.0,10,79440.0,2016-06-01,6,June,2016,,Mexico,Paseo
Channel Partners,1295.0,10,3885.0,2016-10-01,10,October,2016,,Canada,Paseo
Enterprise,809.0,10,97080.0,2016-10-01,10,October,2016,,Germany,Paseo
Enterprise,2145.0,10,257400.0,2016-10-01,10,October,2016,,Mexico,Paseo
Channel Partners,1785.0,10,5355.0,2016-11-01,11,November,2016,,France,Paseo
Small Business,1916.0,10,479000.0,2016-12-01,12,December,2016,,Canada,Paseo
Enterprise,2729.0,10,327480.0,2016-12-01,12,December,2016,,Canada,Paseo
Midmarket,1925.0,10,19250.0,2016-12-01,12,December,2016,,United States of America,Paseo
Channel Partners,1055.0,10,3165.0,2016-12-01,12,December,2016,,France,Paseo
Channel Partners,1084.0,10,3252.0,2016-12-01,12,December,2016,,Mexico,Paseo
Small Business,2434.5,10,608625.0,2016-01-01,1,January,2016,,France,Paseo
Enterprise,1774.0,10,212880.0,2016-03-01,3,March,2016,,Canada,Paseo
Channel Partners,1901.0,10,5703.0,2016-06-01,6,June,2016,,France,Paseo
Small Business,689.0,10,172250.0,2016-06-01,6,June,2016,,Germany,Paseo
Enterprise,1570.0,10,188400.0,2016-06-01,6,June,2016,,Germany,Paseo
Channel Partners,1369.5,10,4108.5,2016-07-01,7,July,2016,,United States of America,Paseo
Enterprise,2009.0,10,241080.0,2016-10-01,10,October,2016,,Canada,Paseo
Midmarket,1945.0,10,19450.0,2016-10-01,10,October,2016,,Germany,Paseo
Enterprise,1287.0,10,154440.0,2016-12-01,12,December,2016,,France,Paseo
Enterprise,1706.0,10,204720.0,2016-12-01,12,December,2016,,Germany,Paseo
Midmarket,2031.0,10,20310.0,2016-10-01,10,October,2016,,Mexico,Paseo
Midmarket,2261.0,10,22610.0,2016-12-01,12,December,2016,,France,Paseo
Enterprise,795.0,10,95400.0,2016-03-01,3,March,2016,,Germany,Paseo
Small Business,1414.5,10,353625.0,2016-04-01,4,April,2016,,Germany,Paseo
Small Business,2918.0,10,729500.0,2016-05-01,5,May,2016,,United States of America,Paseo
Enterprise,2988.0,10,358560.0,2016-07-01,7,July,2016,,France,Paseo
Midmarket,218.0,10,2180.0,2016-09-01,9,September,2016,,Canada,Paseo
Midmarket,671.0,10,6710.0,2016-10-01,10,October,2016,,United States of America,Paseo
Midmarket,1514.0,10,15140.0,2016-10-01,10,October,2016,,Mexico,Paseo
Enterprise,1138.0,10,136560.0,2016-12-01,12,December,2016,,Mexico,Paseo
Channel Partners,2431.0,10,7293.0,2016-12-01,12,December,2016,,Canada,Paseo
Enterprise,2992.0,10,359040.0,2016-03-01,3,March,2016,,United States of America,Paseo
Enterprise,2385.0,10,286200.0,2016-03-01,3,March,2016,,France,Paseo
Small Business,1607.0,10,401750.0,2016-04-01,4,April,2016,,Mexico,Paseo
Small Business,991.0,10,247750.0,2016-06-01,6,June,2016,,United States of America,Paseo
Midmarket,2620.0,10,26200.0,2016-09-01,9,September,2016,,France,Paseo
Enterprise,861.0,10,103320.0,2016-10-01,10,October,2016,,United States of America,Paseo
Enterprise,704.0,10,84480.0,2016-10-01,10,October,2016,,France,Paseo
Midmarket,2116.0,10,21160.0,2016-12-01,12,December,2016,,Germany,Paseo
Midmarket,3801.0,10,38010.0,2016-04-01,4,April,2016,,France,Paseo
Channel Partners,2299.0,10,6897.0,2016-10-01,10,October,2016,,Canada,Paseo
Midmarket,2198.0,10,21980.0,2016-08-01,8,August,2016,,United States of America,Paseo
Midmarket,1743.0,10,17430.0,2016-08-01,8,August,2016,,Germany,Paseo
Midmarket,1153.0,10,11530.0,2016-10-01,10,October,2016,,United States of America,Paseo
Small Business,1702.0,10,425500.0,2016-05-01,5,May,2016,,Canada,Paseo
Small Business,448.0,10,112000.0,2016-06-01,6,June,2016,,France,Paseo
Enterprise,3513.0,10,421560.0,2016-07-01,7,July,2016,,Germany,Paseo
Midmarket,2101.0,10,21010.0,2016-08-01,8,August,2016,,France,Paseo
Midmarket,2931.0,10,29310.0,2016-09-01,9,September,2016,,United States of America,Paseo
Small Business,1123.0,10,280750.0,2016-09-01,9,September,2016,,Germany,Paseo
Small Business,1404.0,10,351000.0,2016-11-01,11,November,2016,,Canada,Paseo
Channel Partners,2763.0,10,8289.0,2016-11-01,11,November,2016,,Mexico,Paseo
